#-------------------------------------------
# Food Diary Report - Detailed Report,"Saturday, April 1, 2023","Sunday, April 30, 2023"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2351,81.64,263.91,138.1
Breakfast,906,33.13,99.78,49.61
Lunch,427,18.45,39.97,24.64
Dinner,798,22.75,103.48,45.21
Snacks/Other,220,7.32,20.68,18.64

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fibre( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)
  Gamberetto Cotti,180,2.94,0.558,1.55,0,0,34.49,766,257,220
   125 g
  Findus Pisellini Primavera,236,2.43,1.04,26.02,16.31,7.98,17,0.03,,
   347 g
 Snacks/Other,397,6.59,4.76,34.49,,24.93,50.98,198.2,,
  Equilibra Protein 35%,176,5.6,4.1,17,,8.1,16,0.2,,
"   1 barretta, 45 g"
  Milbona High Protein Drink Cacao,221,0.99,0.66,17.49,,16.83,34.98,198,,
   330 ml

"Thursday, April 6, 2023",2492,81.58,28.343,259.14,42.05,88.37,181.5,4105.15,712,2327.19
 Breakfast,1093,49.3,15.707,96.5,16.77,33.6,60.78,538.15,506,602.19
  Conad Semi di Zucca,79,6.37,1.1,1.07,0.84,0.17,3.9,20.8,,
   13 g
  Fragole,30,0.28,0.014,7.22,1.9,4.38,0.63,1,0,144
   94 g
  Crownfield Honey Muesli,215,6.34,0.83,28.65,9.67,3.33,5.88,2.08,,
   52 g
  Uovo Sodo,185,12.68,3.905,1.34,0,1.34,15.04,334,506,151
   120 g
  Nocciole 100% Italiane,101,9.3,0.68,1.23,1.41,0.74,2.25,0,,
   15 g
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Yogurt alla Greca 10%,144,11.9,7.85,3.81,,3.81,5.47,0.12,,
   119 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
 Lunch,574,18,4.555,71.42,4.48,12.97,30.6,2356.4,0,204
  Pane Integrale,259,4.11,0.895,47.14,4.4,5.49,9.13,530,0,204
   100 g
  Gastronomia di Mare Bastoncini di Surimi,264,9.84,0.96,23.28,,6.48,19.2,1632,,
   240 g
  Philadelphia Philadelphia Light in Panetto,51,4.05,2.7,1,0.08,1,2.27,194.4,,
   27 g
 Dinner,431,8.22,3.701,56.42,20.8,15.55,39.72,919,206,1521
  Lidl Cioccolato Fondente 85%,64,5.15,3.1,2.35,,1.42,1.19,0,,
   11 g
  Carciofi,152,0.49,0.117,34.05,17.5,,10.59,305,0,1199
   2 large
  Gamberetto Cotti,144,2.35,0.446,1.24,0,0,27.59,613,206,176
   100 g
  Mela,71,0.23,0.038,18.78,3.3,14.13,0.35,1,0,146
   136 g
 Snacks/Other,394,6.06,4.38,34.8,,26.25,50.4,291.6,,
  Milbona High Protein Drink (Vaniglia),218,0.66,0.33,18.15,,18.15,34.65,198,,
   330 ml
  Equilibra Protein 35%,176,5.4,4.05,16.65,,8.1,15.75,93.6,,
   45 g

"Friday, April 7, 2023",2588,88.16,35.376,308.06,44.83,123.15,141.9,1824.02,367.24,2713.39
 Breakfast,1005,40.22,15.372,101.39,17.62,33.7,54.96,378.17,249,525.19
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Yogurt alla Greca 10%,174,14.4,9.5,4.61,,4.61,6.62,0.14,,
   144 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
  Uovo Sodo,91,6.24,1.92,0.66,0,0.66,7.39,164,249,74
   59 g
  Crownfield Honey Muesli,256,7.56,0.99,34.16,11.53,3.97,7.01,2.48,,
   62 g
  Fragole,30,0.28,0.014,7.22,1.9,4.38,0.63,1,0,144
   94 g
  Conad Semi di Zucca,115,9.31,1.62,1.56,1.24,0.25,5.7,30.4,,
   19 g
 Lunch,473,21.79,9.99,50.32,2.97,3.5,17.33,648.96,0.24,57.2
  Lindt Lindor Extra Fondente 70% Cacao,51,4.24,3.04,2.32,0.87,2,0.53,0.96,0.24,57.2
   8 g
  Pascoli Italiani Cacio al Peperoncino,128,10.15,5.95,0,0,0,9.1,168,,
   35 g
  Certossa Piadina Romagnola Igp alla Riminese,294,7.4,1,48,2.1,1.5,7.7,480,,
   100 g
 Dinner,819,22.24,9.478,93.92,17.4,62.85,64.3,794.4,118,1472
  Milbona Budino Proteico Gusto Caramello,152,3,2,11,,9,20,160,,
   200 g
  Pere,122,0.25,0.013,32.47,6.5,20.58,0.8,2,0,250
   210 g
  Carne Macinata (90% Magra / 10% di Grassi),319,18.1,7.345,0,0,0,36.2,119,118,581
   181 g
  Cavolfiore Cotto (senza Aggiunta di Grassi in Cottura),22,0.37,0.058,3.92,2.7,1.27,1.73,281,0,139
   99 g
  Fagiolini Verdi,74,0.29,0.062,17.11,8.2,3.36,4.37,14,0,502
   240 g
  Kania Tomato Ketchup,30,0.03,0,6.82,,6.04,0.4,198.4,,
   31 ml
  Solevita Succo di Ananas,100,0.2,0,22.6,0,22.6,0.8,20,,
   200 ml
 Snacks/Other,291,3.91,0.536,62.43,6.84,23.1,5.31,2.49,0,659
  Lidl Crackers,127,3.3,0.33,20.4,2.04,0.6,3.3,0.49,,
   30 g
  Banana,164,0.61,0.206,42.03,4.8,22.5,2.01,2,0,659
   184 g

"Saturday, April 8, 2023",2089,85.78,28.984,196.68,15.74,36.57,128.92,5518.65,532,1458.19
 Breakfast,1026,34.49,12.22,94.92,8.74,24.37,80.99,2152.85,519,462.19
  Conad Semi di Zucca,121,9.8,1.7,1.64,1.3,0.26,6,32,,
   20 g
  Milbona Crema Spalmabile con Formaggio alle Erbe Aromatiche,71,6.46,4.49,1.09,0,1.05,1.9,142.8,,
   34 g
  Aia Petto di Pollo Cotto al Forno,138,1.88,0.44,5.66,0,0,24.65,1160,,
   145 g
  Certossa Pane alla Segale,168,0.92,0.26,31.97,4.49,1.85,5.42,295.9,,
   74 g
  Uovo Sodo,189,13,4.002,1.38,0,1.38,15.41,342,519,155
   123 g
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
 Lunch,,,,,,,,,,
 Dinner,1063,51.29,16.764,101.76,7,12.2,47.93,3365.8,13,996
  Biscotti Frollini,321,15.42,3.908,41.28,1.2,9.65,3.9,291,13,64
   8 cookies (1-5/8" square)
  Cardo,47,0.23,0.026,11.39,3.7,,1.63,396,0,932
   233 g
  Milbona Crema Spalmabile con Formaggio alle Erbe Aromatiche,71,6.46,4.49,1.09,0,1.05,1.9,142.8,,
   34 g
  Pascoli Italiani Parmigiano Reggiano DOP Grattugiato,125,9.3,6.2,0,0,0,9.92,496,,
   31 g
  Carrefour Tonno a Pinne Gialle All’Olio D’Oliva (Sgocciolato),205,12.48,1.14,0,,,22.88,1560,,
   104 g
  Certossa Piadina Romagnola Igp alla Riminese,294,7.4,1,48,2.1,1.5,7.7,480,,
   100 g
 Snacks/Other,,,,,,,,,,

"Sunday, April 9, 2023",1995,103.77,34.002,176.24,17.34,34.19,87.41,1790.58,595,626.19
 Breakfast,1056,36.69,14.449,120.3,14.14,32.06,58.24,1124.58,401,626.19
  Lindt Cioccolato Fondente 90%,59,5.5,3,1.4,,0.7,1,12,,
"   1 quadratino, 10 g"
  Fragole,42,0.39,0.02,9.98,2.6,6.06,0.87,1,0,199
   130 g
  Milbona Crema Spalmabile con Formaggio alle Erbe Aromatiche,77,7.03,4.88,1.18,0,1.15,2.07,155.4,,
   37 g
  Conad Semi di Zucca,121,9.8,1.7,1.64,1.3,0.26,6,32,,
   20 g
  Uovo Sodo,146,10.04,3.091,1.06,0,1.06,11.9,264,401,120
   95 g
  Certossa Pane alla Segale,272,1.5,0.43,51.86,7.29,3,8.79,480.03,,
   120 g
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
 Lunch,,,,,,,,,,
 Dinner,939,67.08,19.553,55.94,3.2,2.13,29.17,666,194,
  Torta Salata Ricotta e Spinaci,939,67.08,19.553,55.94,3.2,2.13,29.17,666,194,
   343 g
 Snacks/Other,,,,,,,,,,

"Tuesday, April 11, 2023",2391,93.64,31.125,212.4,28.32,67.6,176.41,3013.61,537,2230.19
 Breakfast,1051,44.04,9.288,106.97,17.76,24.76,57.86,890.25,447,989.19
  Avocado,157,14.37,2.083,8.36,6.6,0.65,1.96,7,0,475
   98 g
  Uovo Sodo,163,11.2,3.449,1.19,0,1.19,13.28,295,447,134
   106 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
  Optimum Nutrition Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Decathlon Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Conad Semi di Zucca,121,9.8,1.7,1.64,1.3,0.26,6,32,,
   20 g
  Mandorle,58,5.06,0.388,1.97,1.2,0.48,2.13,0,0,73
   10 g
  Certossa Pane alla Segale,213,1.18,0.34,40.63,5.71,2.35,6.88,376.1,,
   94 g
 Lunch,539,26.64,12.33,52.38,2.14,3.59,19.98,681.6,,
  Lidl Cioccolato Fondente 85%,93,7.49,4.51,3.42,,2.06,1.73,0,,
   16 g
  Pascoli Italiani Cacio al Peperoncino,146,11.6,6.8,0,0,0,10.4,192,,
   40 g
  Certossa Piadina Romagnola Igp alla Riminese,300,7.55,1.02,48.96,2.14,1.53,7.85,489.6,,
   102 g
 Dinner,580,21.97,8.847,35.56,8.42,22.42,63.59,1243.76,90,1241
  Banana,62,0.23,0.078,15.99,1.8,8.56,0.76,1,0,251
   70 g
  Finocchi Bolliti,63,0.56,0.139,13.97,5.6,8.26,2.91,1036,0,990
   350 g
  Ortomio Olive Nere Denocciolate,47,4.8,0.74,0,1.02,0,0.38,204.8,,
   32 g
  Milbona Fiocchi di Latte,196,9,6,5.6,0,5.6,23,1.06,,
   200 g
  Gastronomia di Mare Filetto di Trota Iridea Salmonata,212,7.38,1.89,0,,0,36.54,0.9,90,
   180 g
 Snacks/Other,221,0.99,0.66,17.49,,16.83,34.98,198,,
  Milbona High Protein Drink Cacao,221,0.99,0.66,17.49,,16.83,34.98,198,,
   330 ml

"Wednesday, April 12, 2023",1846,60.51,20.117,182.66,24.77,92.93,132.86,1579.22,316,1143.19
 Breakfast,1020,41.74,13.009,99.93,18.26,32.31,55.56,379.21,249,410.19
  Crownfield Honey Muesli,264,7.81,1.02,35.26,11.9,4.1,7.23,2.56,,
   64 g
  Mirtilli,22,0.13,0.011,5.51,0.9,3.78,0.28,0,0,29
   38 g
  Conad Semi di Zucca,121,9.8,1.7,1.64,1.3,0.26,6,32,,
   20 g
  Mandorle al Naturale,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Yogurt alla Greca 10%,121,10,6.6,3.2,,3.2,4.6,0.1,,
   100 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
  Uovo Sodo,91,6.24,1.92,0.66,0,0.66,7.39,164,249,74
   59 g
 Lunch,237,7.21,3.32,19.14,3.31,2.55,22.01,355.21,,
  Certossa Pan Bauletto Integrale,120,2.21,0.28,18.4,3.31,1.84,4.97,257.6,,
   46 g
  Angelo Parodi Filetti di Tonno al Naturale,69,0.63,0,0,0,0,15.75,1.01,,
   63 g
  Milbona Crema Spalmabile con Formaggio alle Erbe Aromatiche,48,4.37,3.04,0.74,0,0.71,1.29,96.6,,
   23 g
 Dinner,589,11.56,3.788,63.59,3.2,58.07,55.29,844.8,67,733
  Solevita Succo di Ananas,204,0.41,0,46.1,0,46.1,1.63,40.8,,
   408 ml
  Milbona Budino Proteico Gusto Caramello,152,3,2,11,,9,20,160,,
   200 g
  Branzino,203,7.97,1.719,0.67,0,0.15,30.36,641,67,430
   137 g
  Asparagi,30,0.18,0.069,5.82,3.2,2.82,3.3,3,0,303
   150 g
 Snacks/Other,,,,,,,,,,

"Thursday, April 13, 2023",3075,89.04,27.822,408.18,43.57,74.55,146.49,3705.93,464.27,774.54
 Breakfast,1269,52.13,15.328,123.39,25.99,35.7,66.6,522.85,464,477.19
  Crownfield Honey Muesli,434,12.81,1.68,57.86,19.53,6.72,11.86,4.2,,
   105 g
  Conad Semi di Zucca,121,9.8,1.7,1.64,1.3,0.26,6,32,,
   20 g
  Mirtilli,23,0.13,0.011,5.8,1,3.98,0.3,0,0,31
   40 g
  Mandorle al Naturale,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Yogurt alla Greca 10%,121,10,6.6,3.2,,3.2,4.6,0.1,,
   100 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
  Uovo Sodo,169,11.63,3.579,1.23,0,1.23,13.78,306,464,139
   110 g
 Lunch,458,11.76,5.73,38.15,3.6,20.15,47.85,622,,
  Milbona High Protein Drink (Vaniglia),218,0.66,0.33,18.15,,18.15,34.65,198,,
   330 ml
  Pascoli Italiani Cacio al Peperoncino,110,8.7,5.1,0,0,0,7.8,144,,
   30 g
  Certossa Pan Bauletto Integrale,130,2.4,0.3,20,3.6,2,5.4,280,,
"   2 fette, 50 g"
 Dinner,1233,20.17,3.271,229.18,11.3,8.5,30.74,2559,0,
  Risotto con Asparagi,1233,20.17,3.271,229.18,11.3,8.5,30.74,2559,0,
   800 g
 Snacks/Other,115,4.98,3.493,17.46,2.68,10.2,1.3,2.08,0.27,297.35
  Lindt Lindor Extra Fondente 70% Cacao,57,4.77,3.42,2.61,0.98,2.25,0.59,1.08,0.27,64.35
   9 g
  Banana,58,0.21,0.073,14.85,1.7,7.95,0.71,1,0,233
   65 g

"Friday, April 14, 2023",2705,95.38,40.882,301.18,48.66,89.77,160.77,3316.85,474,2013.69
 Breakfast,1009,42.75,14.28,89.17,14.26,28.9,62.82,523.65,468,706.69
  Mirtilli,19,0.11,0.01,4.93,0.8,3.39,0.25,0,0,26
   34 g
  Céréal Crusca d'avena,176,3.35,0.6,24.5,8,0.5,8,2,,233.5
   50 g
  Mandorle al Naturale,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Yogurt alla Greca 10%,121,10,6.6,3.2,,3.2,4.6,0.1,,
   100 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
  Uovo Sodo,171,11.73,3.612,1.24,0,1.24,13.91,309,468,140
   111 g
  Conad Semi di Zucca,121,9.8,1.7,1.64,1.3,0.26,6,32,,
   20 g
 Lunch,276,14,7.1,20,3.6,2,15.8,472,,
  Certossa Pan Bauletto Integrale,130,2.4,0.3,20,3.6,2,5.4,280,,
"   2 fette, 50 g"
  Pascoli Italiani Cacio al Peperoncino,146,11.6,6.8,0,0,0,10.4,192,,
   40 g
 Dinner,1420,38.63,19.502,192.01,30.8,58.87,82.15,2321.2,6,1307
  Equilibra Protein 35%,176,5.6,4.1,17,,8.1,16,0.2,,
"   1 barretta, 45 g"
  Banana,67,0.25,0.084,17.13,2,9.17,0.82,1,0,268
   75 g
  Lidl Cioccolato Fondente 85%,75,6.08,3.67,2.78,,1.68,1.4,0,,
   13 g
  Milbona Budino Proteico Gusto Caramello,152,3,2,11,,9,20,160,,
   200 g
  Panino all'olio,171,3.2,0.471,31.44,1.1,6.83,3.96,160,6,
   55 g
  Milbona Ricotta,148,10.8,8.16,4.32,,3.84,8.4,144,,
   120 g
  Zuppa di Ceci,631,9.7,1.017,108.34,27.7,20.25,31.57,1856,0,1039
   770 g
 Snacks/Other,,,,,,,,,,

"Monday, April 17, 2023",2086,80.28,26.568,247.81,21.89,35.25,88.61,2933.21,511,1026.02
 Breakfast,1049,43.8,14.568,97.81,15.89,33.25,64.31,553.21,511,1026.02
  Kiwi,52,0.44,0.025,12.46,2.6,7.64,0.97,3,0,265
   85 g
  Céréal Crusca d'avena,172,3.28,0.59,24.01,7.84,0.49,7.84,1.96,,228.83
   49 g
  Whey Protein,118,1.65,1.08,4.5,0.63,1.5,21,180,,
   30 g
  Yogurt alla Greca 10%,121,10,6.6,3.2,,3.2,4.6,0.1,,
   100 g
  Serious Mass,151,0.68,0.24,30,0.32,2.56,6,0.15,,144.19
   40 g
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
  Mandorle,58,5.06,0.388,1.97,1.2,0.48,2.13,0,0,73
   10 g
  Conad Semi di Zucca,121,9.8,1.7,1.64,1.3,0.26,6,32,,
   20 g
  Uovo Sodo,186,12.79,3.937,1.35,0,1.35,15.16,336,511,152
   121 g
 Lunch,,,,,,,,,,
 Dinner,1037,36.48,12,150,6,2,24.3,2380,,
  Pascoli Italiani Parmigiano Reggiano DOP Grattugiato,161,12,8,0,0,0,12.8,640,,
   40 g
  Sasso Olio d'oliva,206,22.98,3.5,0,,,0,,,
"   2 1/2 x 1 cucchiaio, 25 g"
  Nonna Mia Gnocchi di Patate,670,1.5,0.5,150,6,2,11.5,1740,,
   500 g
 Snacks/Other,,,,,,,,,,

"Wednesday, April 19, 2023",2696,75.36,33.628,361,15.58,103.92,146.39,6451.28,115.27,545.35
 Breakfast,758,19.62,6.691,102.43,4.5,50.09,46.16,774,57,389
  Dattero,70,0.1,0.008,18.68,2,15.77,0.61,0,0,163
   3 dates
  Milbona High Protein Drink Cacao,221,0.99,0.66,17.49,,16.83,34.98,198,,
   330 ml
  Muffin con Gocce di Cioccolato,467,18.53,6.023,66.26,2.5,17.49,10.57,576,57,226
   145 g
 Lunch,906,30.72,14.26,96.46,2.2,44.47,63.23,2527.2,0,92
  Equilibra Protein 35%,176,5.6,4.1,17,,8.1,16,0.2,,
"   1 barretta, 45 g"
  Coca-Cola Coca-Cola,126,0,,32.4,,32.4,0,,,
   300 ml
  Italiamo Pecorino Romano DOP,123,10.5,6.9,0,0,0,7.2,540,,
   30 g
  Sasso Olio d'oliva,82,9.19,1.4,0,,,0,,,
"   1 cucchiaio, 10 g"
  Dal Salumiere Bresaola della Valtellina,154,2.4,1.2,0.5,0,0,33,1360,,
   100 g
  Pane Bianco,245,3.03,0.66,46.56,2.2,3.97,7.03,627,0,92
